Tweet,emotion
Bojack Horseman: the saddest show ever written?? #depression #season1,sadness
It's a Moving Day! #stress #panic #hope,other
Bon on allume madden,other
@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. ,sadness
shy glizzy - ride 4 u🎧,joy
"The more videos @PanicAtTheDisco  post, the more i am convinced i might should not have done that #fear #Brendonati",other
"—but he just can't. He feels tired but also restless. So here he now, scrolling his own music player, playing some music through his—",sadness
"Arguing with these people doesn't work anyway, they just threaten to put you in death camps.",anger
@RossKemp Omg that is just horrific. Something needs to be done. 😢,sadness
"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick! #rage #wtf  #murder",sadness
"@thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance. #outrage",sadness
Connie's fuming at Bake Off and went 'fuck this I'm starting on the vodka',sadness
@debutemma I dont have to sit here and take this from u spry young children,anger
Synth backing tracks = sadness\n#depresspop #dark #+++ #alt #fuckingmeup,sadness
@jagtron1 blacks are good at provoke them selfs blaming on white when black cops shooting blacks,sadness
"Indian time it's already ur birthday @akshaymarwah22. Have a stupendous birthday. Wish you more success, laughter and lots of love. Hugs. x",joy
Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate #awful,anger
someone come to fright world w me🤗🤗,other
Love your new show @driverminnie ,joy
Jeans with fake pockets ,anger
"Romero, Rojo, Blind, Memphis, Rooney. This is nearly a starting line up I’d wanna punch in the face rather than shake their hand.",anger
Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10 #awful #killme,anger
"@JohnWildy71 something, too confused to type an entire word 😜 See, I can laugh again. My hour of sadness has almost passed",joy
Men in rage strike those that wish them best. #rage #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope,anger
"@Miami4Trump Yeah, but bad part is the #terrorism #terror Muslims won't be the ones leaving #ObamaLegacy #nationalsecurity #disaster #Obama",anger
"@m_t_f_72 I'm not surprised, I would be fuming! 😤",anger
@tomsteinfort expected i thought ,joy
I'm just doing what u should b doing just minding my business and grinding relentless @LITO615,anger
"Virtually every statement by other countries at UN has referred to #terror as main threat to peace, #Pak still in denial: MEA.",other
"When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......🔥🔥 #kanye ",anger
#Success awaits on the other side of your #fear &amp; that's only in your#head-JesusChristEmpowersRightThinking-ASK #fitness #weightlifting,joy
Today's alarm shows how unprepared professors and students are when it comes to emergency protocols. We don't know where to go @CalStateLA,anger
It's not going to break you it's just going to shake you,other
@Cory_Bonini AP didn't have a productive week 1 or 1st half against GB and Kalil is horrible! @Vikings D is its strongest asset currently.,anger
The Car' (1977)\nA middle of the road #horror film that in the hands of a better filmmaker could've been a hell of a lot better. 5/10,other
"@___margs @juliana_f_reyes Hey Michael! Thanks for following up, yeah I think you'd be a terrific contrib. Looping in assoc ed Juliana",joy
it's sad when you talk to someone about ya past n how it fucked you up and then they do the same thing like people really don't have hearts,sadness
@_BlueCouture The hilarity of you people not realising that racism is racism regardless of whether one uses choice words is hilarious.,anger
"@Just_Alasia I agree. Btw, have u seen Ep22, Granger, O?  That was the episode when I knew Anna was coming back, the conversation at start.",other
3 Styles to Love now at Zales!  Three sparkling styles to love! Stop by and shop in store today.,joy
I have 1000 rabid grizzly bears I'm going to scatter in neighborhoods all over America.\n\nThey're poor refugees!\n\n#InYourNeighborhoodNotDC,anger
Had a conversion with a random fellow passenger on a #melbourne @metrotrains yesterday evening #astounded #youwouldntreadaboutit,other
Guy across from me in a really ugly suit cannot stop expressing his displeasure,sadness
@headfirst_dom I often imagine hoe our moon would feel meeting the jovial moons which are all special,other
@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool ,sadness
My mind always seems to work its best at night ,joy
@KimLy resent,other
watching my first Cage of Death and my word this is tremendous,joy
@KseniaSolo hi little late to lost girl but think you awesome from South Afrikaans:-),joy
Watch this amazing live.ly broadcast by @footballrocks123456 #lively #musically,joy
"Come here, let me do whatever I do with it. #dismal",sadness
Panpiper playing Big River outside The Bridges in SR1 #outrage,anger
"Dark, dense, and exhilarating come the finale, #HellOrHighWater is a gripping watch.",joy
"@SwiftShimada SPARKLES, proud little huff. Still posing mind you.",other
im so mad about power rangers. im incensed. im furious.,anger
"BibleMotivate: Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you.#faith #leadership #worry #mindfu…",other
@xxnogard_G88 Welcome to the  dark honey !,other
It's always over.. until I'm no longer sober... then it feels like I wana start over #UL,sadness
@jordan_grimmer If that's messin I can't wait to see #serious !! Brilliant stuff,joy
not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years #terrible,anger
@Alex_Philip2648 it's a step up from boiling broccoli tbh,other
I'm excited for the #FirstDayofFall &amp; the rest of the season. I have 2 #Halloween #scare events I'm covering for @ThrillzCo in the next week,joy
"#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward ",other
 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,sadness
@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting,anger
need to sta dating again.I m bored #redheadteen #boldandbeautiful #lost #500aday single men dating Schkeuditz,sadness
@MHChat I think sadness is felt very strongly physically and mentally.  It feels like it takes over and it's hard to focus at work #MHChat,sadness
"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav ",sadness
"@CozanGaming that's what lisa asked before she started raging at me, 'can I call you?' heh",anger
@Mattwinton1 Your foot is frowning.,sadness
@MariamVeiszadeh why sick. I am rejoicing that it is only half,joy
"Wee cunts playing chappy in my street, got my shoes on so I can chase and scare the fuck out of them",anger
jasperino - buoyant - Session.Six,other
♪OLD FISH ,other
"On my way rejoicing, to the pulpit @ Park City Baptist Church, Surrey BC. for Midweek Service.",joy
@FacMagnaAmerica  #CureForInsomnia And the left said WE were all doom &amp; gloom. The Trump Train is so much more fun!,joy
just waggled my eyebrows up and down at the baby and she burst out laughing i love her haha,joy
People you need to look up the definition of protest. What you are doing is not protesting is called vandalism.  #stop,anger
"#Question of the #day: what are some of your #nervous #habits? (biting fingernails, tapping your foot, clenching your teeth...)",other
Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.,sadness
"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick!  #wtf #murder",anger
Life's too short to be frowning for so long,sadness
"Better mood today! Bring me #teasing, #flirting, #xdressers, #laughter, and #roleplayers! Also #confessions and #secrets @underdeskloser",joy
#Violence doesn't fix violence. #pain and #anger are the same reaction in the brain. Cure the pain and the anger will go away.,anger
#food  #деньги #smile   microsoft_.net_framework_4.5.1_full_plus_by_gora,joy
@kaijinboyfriend --while being animated much more recently technology-wise which makes for a very nice combination/look),joy
"@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen.",anger
Caballero's passing remains absolutely dreadful I see!,sadness
Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 ,anger
I have another test tonight #nervous,other
@jadelalaa_ hahaha and u da best bro ever luv u hearty hearts,joy
@Conorojo Loool understand the pessimism but it will 😂,other
HartRamsey'sUPLIFT If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source.Look to the LORD!,other
Why is it always me picking up the pieces :/ #angry,sadness
Can we go back 2 weeks and start again ?? This is seriously dreadful,sadness
@WDWNT #spooky night at #disney #fortwilderness campground #disneyworld #powerfailure #dark,sadness
I wish harry would start tweeting people again,sadness
I can be so shy but once I come out of my shell that's it 😂,joy
What a #lively #lovely #shower 😇 ..,joy
Not setting an alarm to nap &gt;&gt;,other
Gen 8:21 NIV—The Lord smelled the pleasing aroma and said in his heart: “Never again will I… lifelong depravity,other
A @FirstBSA not turning up? Why am I not surprised. Late for work again! #fuming,anger
When you get to a point as an officer that you are in fear for your life you sir need to change professions,other
Inadequacy slithers from her ears and wraps itself around her neck like the boys she wants to love her. #mpy #vss #quote #depression #poetry,other
@breadf2man @SunApology and it's Kelvin Mackenzie tomorrow... #shudder DontBuyTheSun,other
@yonahimes they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was #shocking,sadness
