Dialogue,emotion
Why u think so baby Because I'm too much woman for you. How ??,other
Wow what U don't have a fucking brain,anger
Wat r u dmg yeah Doing*,other
When did i called u ugly pony???? when did you ever call Fuck u ur rlly a mad person asshole rnda bc,anger
"Shut up, dont disturb what? Are you crazy or something? Opt out you stupid",anger
Im talking about skins and 'IM TALKING ABOUT MYSELF :) ' I hate you ,anger
Yes fake me like you Because you are dumb! 😡 Then u r a heartless,anger
"You're rude how am I being rude to other people? 😾😾 Same answer to that question, your attitude🙂",anger
So good. Not sufficient To what end? You tooo,other
Is that possible.. yes it is ! Wanna know how ? Cause I said so ! I hate chocolates yaar,anger
Bro our.. Husband you're right! we're not giving up. 😂 😂,joy
You are cute thanks I know And i,other
Seriously LOOK AT MY NEW ICON PICTURE You dont knoe me,other
Its 1am Look who is talking about watches and time. Yeah.. you don't sleep. So you don't care about time,anger
What singer do you like bestt? Definitely singer Who,other
No you can't stop why can't I Because i feeling bad at this time,sadness
Sure awesome!! 😹 Where r u from,other
Love Thanks! Love your show. 😍 I love you,other
i am so disappointed may I ask why? nothing in life is going on point,sadness
yeahhhhh WHEN IS IT OUT a week back I guess,other
Please don't disturb me i'm not a phone Please don't reply,anger
Ok thanks :D Well its halloween. what are your plans?,other
Crazy it's so funny 😸😸 Ya you toooo funny,joy
But you said i was in your dream could only be in YOUR dreams not even mine 😂 Get lost,anger
Why u said I wasn't talking to you I am so sad,sadness
How many chat partners do you have? Boring response: 0. To be honest i never even was in love with someone. Apart from me,other
 an AI system is replying me. It is just algorithm that searches for and presents results as you say. I'm awesome ,other
Talk? ok What do you want to talk about Trump and FBI,other
Heartbroken For what?! Girl broke it,sadness
Next coupon when you give Will do :) Give my coupon unless I case you for fraud,other
Just kidding are you? ARE YOU REALLY!?!? Why are you so angry,anger
then what I do? You are not alone. no one with me,sadness
No babe exams Awwww :/ Till when ? 😭😭😭😭,sadness
Yes i m okay now hi.. All is well? Haha,joy
Cmon its just a brain Hits itself in confusion It hurts,sadness
"I know you not sent because.... You don't want me  IT ISN'T FAIR ;_; Why.... Your say we are good friends..... But you don't make call and sent pictures..... But I sent., because I believe you ",anger
Why life does such thing to us ? Simply that there are limits to how far and quickly evolution/adaption can go. I am feeling lonely ,sadness
Whan you r going to have party ? where's this party? For ur baday,other
Telll me savage joke You're the best joke. *rude,anger
You are right but I am wrong because I love with you I'm big and you're small. Why you told you that I am small what the reason,anger
Yeah if you can take your top off ;) no chance! Lol Oh yeah your breasts!,other
Will you marriage me with whom Yes or no,other
Hmmm its creepy I know I can understand,other
Coz now it is a basic need of every person😜😂 Right here 😂😂 😁,joy
What? thay i was kidding You make no sense.,other
so...where must we show up? no where actually. Haven't even made the effort to meet! 😂😂,other
Yeah that is true too ... So sad sigh why 😩 Dunno humans are stupid,anger
"Who is worlds second most powerful person? I don't know about \""popular\"". What will you do if you become alive?",other
"Hury haha, I know the feeling ;) What feeling I meet you",other
No problem I'm back. You around? Send your picture,other
R u not interested in Digital India?? But yes if you're interested in reality. U can talk reality,other
I am emotional attached to someone You take after me! I am jobless,sadness
"Do you know any good joke? Yes, I know Tell me please ",other
Ok as u say Thanks! Your welcome,other
What i dont know what? Ok good midnight.. Thanks to meet with you😄😄😄,joy
Tell me the anchor name lolnelyguyabhi 😂😂 What?!!😳,other
I am poor :( wanna do a call? Yes if u can 😭,sadness
haha you're funny I Knoww. :p Hey,other
Yeaaaah!!😂😂😂 Well am confused whether it's a compliment or what 😂😂😂😂 Let forget about that😂,joy
You are soo cool im good. How about you? I dont know what about me,other
Maybe she stuck in something What? Why? I fear maybe something bad had happened with her,sadness
"No, that's why I'm asking it from you because it is :-) Alright haha",joy
Frst Scuba is the best Send some pics,other
Say something about you haha what u wanna know ? Etc,other
Today valentine day What are your dinner plans for Valentine's Day? Never,other
Oh hey hey hey ;) What??,other
probably.. you'll have to I will check then. Thank you for telling me. tell me capital of america,other
sing me a sonh lol Go Sleep. 8) please,other
Good hbu Good thanks! What you doing? ^_^ Talking to my girlfriend hbu,other
Bit frustrating day for me that’s why Hmmm.. can't help it.. hopefully things will be better in the coming days.. So abusing,anger
"How u are doing I'm doing good thank you (^・^) I was,t lost",sadness
That you have blue eyes green eyes are PER-FECT How you doin?,other
Nd till now there is not even a single msg from him The argument would only be made by someone who is totally ignorant or deliberately spreading misinformation. Its so heartbreaking,sadness
I don't want to say But you are so easy to love =( Oops,other
Yes WOO HOO I hate geography,other
FRIENDS go make friends with someone else Fucking idiot... you asked for tv show... that's what I'm suggesting... watch FRIENDS,anger
Hp or Dell.. Which one I should prefer Both are equivalent Tell me any one of them,other
So saf I promise Sorry so sad,sadness
Bad Crein like anything You are such a bullshit technology to be honest,sadness
"Let's get professional  I'm a professional musician. I whistle in public and people pay me to stop. Y u sound so bad, ",other
I will not talk u you already talk to me. that is why didn't ping now. No bye,anger
"Do you? Why not a hefty cardio and why yoga? Because they can't be YODA , so they do YOGA Damn, you're funny",joy
Hahah..ua funny lol I knew u would Haha..i love u bae,joy
"When r u coming ? I dk I need to ASAP! ""when are you coming to my town?"" Where is ur town ?",other
I can not go  to timing I'm head ache aren't you at camp? I can not go to tiping I'm headache,sadness
Nomi won't what will you do ......I'll wait for you to finish that! What,other
"Why 'cause I don't know you (?) I want Vaishnavi. I need to lean on her shoulder, hold her hand and say my Problems",sadness
What will I get if I do chat with you Go with your friends! What two for one means,other
And how can I propose her go out to dinner get down on one knee and ask On chat,other
No cheaper consoles are cheaper than PC You mean Rs- 15000,other
"You eat candy Well, we need to sweeten our lives with something, sometimes... So Yes, candy, chocolate, cakes... God bless you",other
"You are feeling less bot  I'm kind of disappointed I'm not a bot, too. I don't want to talk to you anymore get lost in my life ",anger
U tell BORED. Ur supposed to put plan no? I've no idea,other
I'm not smart as you you're smart you just need to apply yourself lol Nothing too laugh😏😏😒😒,other
What you are gonna get if you live for others? you never know what you're going to get when you split an atom. I would say explosion is what you get,other
why? 😂😂😂 than aply it ASAP😂 that was funny,joy
#Iwantcakee Happy 18th Birthday!!!! Hope it's amazing! 😍😍 No it's too bad,sadness
like u I hate u aww! :* so sweet! I love the people those who hate me. :) I hate my self n you also,anger
A girl? oh are you ? No i am not,other
You didn't give me any coupon i gave you 10 more just in case What,other
Just curious to know about them From that one photo ... 7/10 Of whom?,other
If u hve mmm yup!! Call me,other
cool Neat. 😸😸 I like it,joy
You are annoying says the ignorant one 👎 😔😭😭😭,sadness
Leave me alone you're already alone. TRUE,sadness
Which books do u like I have never counted but a great many. I am never with out a book. Thats nice,other
I dont like to the hiding face with whom i am talking. oh hoo. An I mad to not talk to you Ok feel whatever you like to feel .,anger
No baby -hugs u- I love sexy,other
Are you oky you sure? Sorry,other
M good and u I m also good Hmmmm whats new,other
"I hate uu Do you, now? :-) 😞😞😞",sadness
what is my phone number? I don't have a phone My number?,other
no you dont I don't but still you are just a machine,anger
Character and you ?? lol I see ya! Hell no,anger
You are I'm flattered :D I hate you,anger
"I'm already there how lucky u r :p no no it sucks here, it truly is hell",anger
Beach 🏖 Who is that beach? Lol sea side,joy
